spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
1995,194,technical,Diamond Size(mm),1.1,various
1996,194,technical,Diamond Count,22.0,various
1997,194,technical,Diamond (Pear),5.8*3.8,various
1998,194,technical,Diamond Count.2,1,various
1999,194,technical,Length(mm),15.91,various
2000,194,technical,Width(mm),6.88,various
2001,194,technical,Diamond Wt,0.42,various
2002,194,technical,Volume,97.97,various
2003,194,technical,Casting Gold Wt(18kt),1.538129,various
2004,194,technical,Est.Final Gold Wt(18kt),1.2305032,various
2005,195,technical,SKU Code,DOC-PD-15050 Size 1,various
2006,195,technical,Diamond Size(mm),1.1,various
2007,195,technical,Diamond Count,22.0,various
2008,195,technical,Diamond (Pear),5.8*3.8,various
2009,195,technical,Diamond Count.2,1,various
2010,195,technical,Length(mm),15.91,various
2011,195,technical,Width(mm),6.88,various
2012,195,technical,Diamond Wt,0.42,various
2013,195,technical,Volume,97.97,various
2014,195,technical,Casting Gold Wt(18kt),1.538129,various
2015,195,technical,Est.Final Gold Wt(18kt),1.2305032,various
2016,196,technical,SKU Code,DOC-PD-15050 Size 1,various
2017,196,technical,Diamond Size(mm),1.1,various
2018,196,technical,Diamond Count,22.0,various
2019,196,technical,Diamond (Pear),5.8*3.8,various
2020,196,technical,Diamond Count.2,1,various
2021,196,technical,Length(mm),15.91,various
2022,196,technical,Width(mm),6.88,various
2023,196,technical,Diamond Wt,0.42,various
2024,196,technical,Volume,97.97,various
2025,196,technical,Casting Gold Wt(18kt),1.538129,various
2026,196,technical,Est.Final Gold Wt(18kt),1.2305032,various
2027,197,technical,SKU Code,DOC-PD-15050 Size 1,various
2028,197,technical,Diamond Size(mm),1.1,various
2029,197,technical,Diamond Count,22.0,various
2030,197,technical,Diamond (Pear),5.8*3.8,various
2031,197,technical,Diamond Count.2,1,various
2032,197,technical,Length(mm),15.91,various
2033,197,technical,Width(mm),6.88,various
2034,197,technical,Diamond Wt,0.42,various
2035,197,technical,Volume,97.97,various
2036,197,technical,Casting Gold Wt(18kt),1.538129,various
2037,197,technical,Est.Final Gold Wt(18kt),1.2305032,various
2038,198,technical,SKU Code,DOC-PD-15050 Size 1,various
2039,198,technical,Diamond Size(mm),1.1,various
2040,198,technical,Diamond Count,22.0,various
2041,198,technical,Diamond (Pear),5.8*3.8,various
2042,198,technical,Diamond Count.2,1,various
2043,198,technical,Length(mm),15.91,various
2044,198,technical,Width(mm),6.88,various
2045,198,technical,Diamond Wt,0.42,various
2046,198,technical,Volume,97.97,various
2047,198,technical,Casting Gold Wt(18kt),1.538129,various
2048,198,technical,Est.Final Gold Wt(18kt),1.2305032,various
2049,199,technical,SKU Code,DOC-PD-15050 Size 1,various
2050,199,technical,Diamond Size(mm),1.1,various
2051,199,technical,Diamond Count,22.0,various
2052,199,technical,Diamond (Pear),5.8*3.8,various
2053,199,technical,Diamond Count.2,1,various
2054,199,technical,Length(mm),15.91,various
2055,199,technical,Width(mm),6.88,various
2056,199,technical,Diamond Wt,0.42,various
2057,199,technical,Volume,97.97,various
2058,199,technical,Casting Gold Wt(18kt),1.538129,various
2059,199,technical,Est.Final Gold Wt(18kt),1.2305032,various
2060,200,technical,SKU Code,DOC-PD-15050 Size 1,various
2061,200,technical,Diamond Size(mm),1.1,various
2062,200,technical,Diamond Count,22.0,various
2063,200,technical,Diamond (Pear),5.8*3.8,various
2064,200,technical,Diamond Count.2,1,various
2065,200,technical,Length(mm),15.91,various
2066,200,technical,Width(mm),6.88,various
2067,200,technical,Diamond Wt,0.42,various
2068,200,technical,Volume,97.97,various
2069,200,technical,Casting Gold Wt(18kt),1.538129,various
2070,200,technical,Est.Final Gold Wt(18kt),1.2305032,various
2071,201,technical,SKU Code,DOC-PD-15050 Size 1,various
2072,201,technical,Diamond Size(mm),1.1,various
2073,201,technical,Diamond Count,22.0,various
2074,201,technical,Diamond (Pear),5.8*3.8,various
2075,201,technical,Diamond Count.2,1,various
2076,201,technical,Length(mm),15.91,various
2077,201,technical,Width(mm),6.88,various
2078,201,technical,Diamond Wt,0.42,various
2079,201,technical,Volume,97.97,various
2080,201,technical,Casting Gold Wt(18kt),1.538129,various
2081,201,technical,Est.Final Gold Wt(18kt),1.2305032,various
2082,202,technical,SKU Code,DOC-PD-15050 Size 1,various
2083,202,technical,Diamond Size(mm),1.1,various
2084,202,technical,Diamond Count,22.0,various
2085,202,technical,Diamond (Pear),5.8*3.8,various
2086,202,technical,Diamond Count.2,1,various
2087,202,technical,Length(mm),15.91,various
2088,202,technical,Width(mm),6.88,various
2089,202,technical,Diamond Wt,0.42,various
2090,202,technical,Volume,97.97,various
2091,202,technical,Casting Gold Wt(18kt),1.538129,various
2092,202,technical,Est.Final Gold Wt(18kt),1.2305032,various
2093,203,technical,SKU Code,DOC-PD-15050 Size 1,various
2094,203,technical,Diamond Size(mm),1.1,various
2095,203,technical,Diamond Count,22.0,various
2096,203,technical,Diamond (Pear),5.8*3.8,various
2097,203,technical,Diamond Count.2,1,various
2098,203,technical,Length(mm),15.91,various
2099,203,technical,Width(mm),6.88,various
2100,203,technical,Diamond Wt,0.42,various
2101,203,technical,Volume,97.97,various
2102,203,technical,Casting Gold Wt(18kt),1.538129,various
2103,203,technical,Est.Final Gold Wt(18kt),1.2305032,various
2104,204,technical,SKU Code,DOC-PD-15050 Size 1,various
2105,204,technical,Diamond Size(mm),1.1,various
2106,204,technical,Diamond Count,22.0,various
2107,204,technical,Diamond (Pear),5.8*3.8,various
2108,204,technical,Diamond Count.2,1,various
2109,204,technical,Length(mm),15.91,various
2110,204,technical,Width(mm),6.88,various
2111,204,technical,Diamond Wt,0.42,various
2112,204,technical,Volume,97.97,various
2113,204,technical,Casting Gold Wt(18kt),1.538129,various
2114,204,technical,Est.Final Gold Wt(18kt),1.2305032,various
2115,205,technical,SKU Code,DOC-PD-15050 Size 1,various
2116,205,technical,Diamond Size(mm),1.1,various
2117,205,technical,Diamond Count,22.0,various
2118,205,technical,Diamond (Pear),5.8*3.8,various
2119,205,technical,Diamond Count.2,1,various
2120,205,technical,Length(mm),15.91,various
2121,205,technical,Width(mm),6.88,various
2122,205,technical,Diamond Wt,0.42,various
2123,205,technical,Volume,97.97,various
2124,205,technical,Casting Gold Wt(18kt),1.538129,various
2125,205,technical,Est.Final Gold Wt(18kt),1.2305032,various
2126,206,technical,SKU Code,DOC-PD-15050 Size 1,various
2127,206,technical,Diamond Size(mm),1.1,various
2128,206,technical,Diamond Count,22.0,various
2129,206,technical,Diamond (Pear),5.8*3.8,various
2130,206,technical,Diamond Count.2,1,various
2131,206,technical,Length(mm),15.91,various
2132,206,technical,Width(mm),6.88,various
2133,206,technical,Diamond Wt,0.42,various
2134,206,technical,Volume,97.97,various
2135,206,technical,Casting Gold Wt(18kt),1.538129,various
2136,206,technical,Est.Final Gold Wt(18kt),1.2305032,various
2137,207,technical,SKU Code,DOC-PD-15051 Size 1,various
2138,207,technical,Diamond Size(mm),1.1,various
2139,207,technical,Diamond Count,27.0,various
2140,207,technical,Diamond (Heart),4.75*4.75,various
2141,207,technical,Diamond Count.7,1.0,various
2142,207,technical,Length(mm),16.26,various
2143,207,technical,Width(mm),10.11,various
2144,207,technical,Diamond Wt,0.52,various
2145,207,technical,Volume,122.01,various
2146,207,technical,Casting Gold Wt(18kt),1.915557,various
2147,207,technical,Est.Final Gold Wt(18kt),1.5324456,various
2148,208,technical,SKU Code,DOC-PD-15051 Size 1,various
2149,208,technical,Diamond Size(mm),1.1,various
2150,208,technical,Diamond Count,27.0,various
2151,208,technical,Diamond (Heart),4.75*4.75,various
2152,208,technical,Diamond Count.7,1.0,various
2153,208,technical,Length(mm),16.26,various
2154,208,technical,Width(mm),10.11,various
2155,208,technical,Diamond Wt,0.52,various
2156,208,technical,Volume,122.01,various
2157,208,technical,Casting Gold Wt(18kt),1.915557,various
2158,208,technical,Est.Final Gold Wt(18kt),1.5324456,various
2159,209,technical,SKU Code,DOC-PD-15051 Size 1,various
2160,209,technical,Diamond Size(mm),1.1,various
2161,209,technical,Diamond Count,27.0,various
2162,209,technical,Diamond (Heart),4.75*4.75,various
2163,209,technical,Diamond Count.7,1.0,various
2164,209,technical,Length(mm),16.26,various
2165,209,technical,Width(mm),10.11,various
2166,209,technical,Diamond Wt,0.52,various
2167,209,technical,Volume,122.01,various
2168,209,technical,Casting Gold Wt(18kt),1.915557,various
2169,209,technical,Est.Final Gold Wt(18kt),1.5324456,various
2170,210,technical,SKU Code,DOC-PD-15051 Size 1,various
2171,210,technical,Diamond Size(mm),1.1,various
2172,210,technical,Diamond Count,27.0,various
2173,210,technical,Diamond (Heart),4.75*4.75,various
2174,210,technical,Diamond Count.7,1.0,various
2175,210,technical,Length(mm),16.26,various
2176,210,technical,Width(mm),10.11,various
2177,210,technical,Diamond Wt,0.52,various
2178,210,technical,Volume,122.01,various
2179,210,technical,Casting Gold Wt(18kt),1.915557,various
2180,210,technical,Est.Final Gold Wt(18kt),1.5324456,various
2181,211,technical,SKU Code,DOC-PD-15051 Size 1,various
2182,211,technical,Diamond Size(mm),1.1,various
2183,211,technical,Diamond Count,27.0,various
2184,211,technical,Diamond (Heart),4.75*4.75,various
2185,211,technical,Diamond Count.7,1.0,various
2186,211,technical,Length(mm),16.26,various
2187,211,technical,Width(mm),10.11,various
2188,211,technical,Diamond Wt,0.52,various
2189,211,technical,Volume,122.01,various
2190,211,technical,Casting Gold Wt(18kt),1.915557,various
2191,211,technical,Est.Final Gold Wt(18kt),1.5324456,various
2192,212,technical,SKU Code,DOC-PD-15051 Size 1,various
2193,212,technical,Diamond Size(mm),1.1,various
2194,212,technical,Diamond Count,27.0,various
2195,212,technical,Diamond (Heart),4.75*4.75,various
2196,212,technical,Diamond Count.7,1.0,various
2197,212,technical,Length(mm),16.26,various
2198,212,technical,Width(mm),10.11,various
2199,212,technical,Diamond Wt,0.52,various
2200,212,technical,Volume,122.01,various
2201,212,technical,Casting Gold Wt(18kt),1.915557,various
2202,212,technical,Est.Final Gold Wt(18kt),1.5324456,various
2203,213,technical,SKU Code,DOC-PD-15051 Size 1,various
2204,213,technical,Diamond Size(mm),1.1,various
2205,213,technical,Diamond Count,27.0,various
2206,213,technical,Diamond (Heart),4.75*4.75,various
2207,213,technical,Diamond Count.7,1.0,various
2208,213,technical,Length(mm),16.26,various
2209,213,technical,Width(mm),10.11,various
2210,213,technical,Diamond Wt,0.52,various
2211,213,technical,Volume,122.01,various
2212,213,technical,Casting Gold Wt(18kt),1.915557,various
2213,213,technical,Est.Final Gold Wt(18kt),1.5324456,various
2214,214,technical,SKU Code,DOC-PD-15051 Size 1,various
2215,214,technical,Diamond Size(mm),1.1,various
2216,214,technical,Diamond Count,27.0,various
2217,214,technical,Diamond (Heart),4.75*4.75,various
2218,214,technical,Diamond Count.7,1.0,various
2219,214,technical,Length(mm),16.26,various
2220,214,technical,Width(mm),10.11,various
2221,214,technical,Diamond Wt,0.52,various
2222,214,technical,Volume,122.01,various
2223,214,technical,Casting Gold Wt(18kt),1.915557,various
2224,214,technical,Est.Final Gold Wt(18kt),1.5324456,various
2225,215,technical,SKU Code,DOC-PD-15051 Size 1,various
2226,215,technical,Diamond Size(mm),1.1,various
2227,215,technical,Diamond Count,27.0,various
2228,215,technical,Diamond (Heart),4.75*4.75,various
2229,215,technical,Diamond Count.7,1.0,various
2230,215,technical,Length(mm),16.26,various
2231,215,technical,Width(mm),10.11,various
2232,215,technical,Diamond Wt,0.52,various
2233,215,technical,Volume,122.01,various
2234,215,technical,Casting Gold Wt(18kt),1.915557,various
2235,215,technical,Est.Final Gold Wt(18kt),1.5324456,various
2236,216,technical,SKU Code,DOC-PD-15051 Size 1,various
2237,216,technical,Diamond Size(mm),1.1,various
2238,216,technical,Diamond Count,27.0,various
2239,216,technical,Diamond (Heart),4.75*4.75,various
2240,216,technical,Diamond Count.7,1.0,various
2241,216,technical,Length(mm),16.26,various
2242,216,technical,Width(mm),10.11,various
2243,216,technical,Diamond Wt,0.52,various
2244,216,technical,Volume,122.01,various
2245,216,technical,Casting Gold Wt(18kt),1.915557,various
2246,216,technical,Est.Final Gold Wt(18kt),1.5324456,various
2247,217,technical,SKU Code,DOC-PD-15051 Size 1,various
2248,217,technical,Diamond Size(mm),1.1,various
2249,217,technical,Diamond Count,27.0,various
2250,217,technical,Diamond (Heart),4.75*4.75,various
2251,217,technical,Diamond Count.7,1.0,various
2252,217,technical,Length(mm),16.26,various
2253,217,technical,Width(mm),10.11,various
2254,217,technical,Diamond Wt,0.52,various
2255,217,technical,Volume,122.01,various
2256,217,technical,Casting Gold Wt(18kt),1.915557,various
2257,217,technical,Est.Final Gold Wt(18kt),1.5324456,various
2258,218,technical,SKU Code,DOC-PD-15051 Size 1,various
2259,218,technical,Diamond Size(mm),1.1,various
2260,218,technical,Diamond Count,27.0,various
2261,218,technical,Diamond (Heart),4.75*4.75,various
2262,218,technical,Diamond Count.7,1.0,various
2263,218,technical,Length(mm),16.26,various
2264,218,technical,Width(mm),10.11,various
2265,218,technical,Diamond Wt,0.52,various
2266,218,technical,Volume,122.01,various
2267,218,technical,Casting Gold Wt(18kt),1.915557,various
2268,218,technical,Est.Final Gold Wt(18kt),1.5324456,various
2269,219,technical,SKU Code,DOC-PD-15051 Size 1,various
2270,219,technical,Diamond Size(mm),1.1,various
2271,219,technical,Diamond Count,27.0,various
2272,219,technical,Diamond (Heart),4.75*4.75,various
2273,219,technical,Diamond Count.7,1.0,various
2274,219,technical,Length(mm),16.26,various
2275,219,technical,Width(mm),10.11,various
2276,219,technical,Diamond Wt,0.52,various
2277,219,technical,Volume,122.01,various
2278,219,technical,Casting Gold Wt(18kt),1.915557,various
2279,219,technical,Est.Final Gold Wt(18kt),1.5324456,various
2280,220,technical,SKU Code,DOC-PD-15051 Size 1,various
2281,220,technical,Diamond Size(mm),1.1,various
2282,220,technical,Diamond Count,27.0,various
2283,220,technical,Diamond (Heart),4.75*4.75,various
2284,220,technical,Diamond Count.7,1.0,various
2285,220,technical,Length(mm),16.26,various
2286,220,technical,Width(mm),10.11,various
2287,220,technical,Diamond Wt,0.52,various
2288,220,technical,Volume,122.01,various
2289,220,technical,Casting Gold Wt(18kt),1.915557,various
2290,220,technical,Est.Final Gold Wt(18kt),1.5324456,various
2291,221,technical,SKU Code,DOC-PD-15051 Size 1,various
2292,221,technical,Diamond Size(mm),1.1,various
2293,221,technical,Diamond Count,27.0,various
2294,221,technical,Diamond (Heart),4.75*4.75,various
2295,221,technical,Diamond Count.7,1.0,various
2296,221,technical,Length(mm),16.26,various
2297,221,technical,Width(mm),10.11,various
2298,221,technical,Diamond Wt,0.52,various
2299,221,technical,Volume,122.01,various
2300,221,technical,Casting Gold Wt(18kt),1.915557,various
2301,221,technical,Est.Final Gold Wt(18kt),1.5324456,various
2302,222,technical,SKU Code,DOC-PD-15051 Size 1,various
2303,222,technical,Diamond Size(mm),1.1,various
2304,222,technical,Diamond Count,27.0,various
2305,222,technical,Diamond (Heart),4.75*4.75,various
2306,222,technical,Diamond Count.7,1.0,various
2307,222,technical,Length(mm),16.26,various
2308,222,technical,Width(mm),10.11,various
2309,222,technical,Diamond Wt,0.52,various
2310,222,technical,Volume,122.01,various
2311,222,technical,Casting Gold Wt(18kt),1.915557,various
2312,222,technical,Est.Final Gold Wt(18kt),1.5324456,various
2313,223,technical,SKU Code,DOC-PD-15051 Size 1,various
2314,223,technical,Diamond Size(mm),1.1,various
2315,223,technical,Diamond Count,27.0,various
2316,223,technical,Diamond (Heart),4.75*4.75,various
2317,223,technical,Diamond Count.7,1.0,various
2318,223,technical,Length(mm),16.26,various
2319,223,technical,Width(mm),10.11,various
2320,223,technical,Diamond Wt,0.52,various
2321,223,technical,Volume,122.01,various
2322,223,technical,Casting Gold Wt(18kt),1.915557,various
